Session ID,Title,Format,Type,Estimated Capacity,Subject/Topic,Sponsor,Start Time,End Time,Room ID,Date
7209,"Disciplines, Emergences: Histories, Institution(s)",Panel,Forum Sessions,25,Comparative Literature: Eighteenth and Nineteenth Centuries,['CLCS Romantic and 19th-Century'],10:15:00,11:30:00,57,1/10
7213,Quest for Identity in Modern German Literature: From the Center to the Margin and Back,Panel,Allied Organizations,30,German Literature: Twentieth and Twenty-First Centuries,['American Association of Teachers of German'],13:45:00,15:00:00,57,1/10
7218,"Environmental Humanities, 1660 to 1800",Panel,Forum Sessions,30,British Literature: Restoration and Early Eighteenth Century,['LLC Restoration and Early-18th-Century English'],12:00:00,13:15:00,57,1/10
7220,Humanizing the (Post)Communist Paradigm: An Approach to the Rhetoric of Communism and Postcommunism in Its Own Theoretical Language,Panel,Allied Organizations,15,Romanian Literature: Romanian Literature,['Romanian Studies Association of America'],15:30:00,16:45:00,57,1/10
7223,"Decolonizing Sound Studies: Reverberations, Praxis, and Power",Panel,Forum Sessions,40,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",['MS Sound'],17:15:00,18:30:00,57,1/10
7226,Seventeenth-Century Race Thinking: The Colors of Time,Roundtable,Forum Sessions,30,British Literature: Seventeenth Century,['LLC 17th-Century English'],13:45:00,15:00:00,3,1/10
7234,"Postcolonial Studies, the Environmental Humanities, and the Limits of the Human",Roundtable,Forum Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,['LLC African since 1990'],17:15:00,18:30:00,3,1/10
7235,Inventing and Inheriting Scholarly Journals: Perspectives on Beginnings,Roundtable,Allied Organizations,100,The Profession: Publishing and Editing,['Council of Editors of Learned Journals'],17:15:00,18:30:00,8,1/10
7236,Disability and Migration,Panel,Forum Sessions,25,Comparative Literature: Twentieth and Twenty-First Centuries,['TC Disability Studies'],19:00:00,20:15:00,57,1/10
7238,Recent Methodologies of Gender Research,Panel,Forum Sessions,25,British Literature: Restoration and Early Eighteenth Century,['LLC Restoration and Early-18th-Century English'],08:30:00,09:45:00,58,1/10
7243,Pop and the Question of Pleasure,Roundtable,Forum Sessions,30,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",['TC Popular Culture'],15:30:00,16:45:00,3,1/10
7244,Teaching Literatures of the Global South,Panel,Forum Sessions,50,Teaching: Literature,['TM The Teaching of Literature'],10:15:00,11:30:00,58,1/10
7252,La Llorona / The Wailing or Weeping Woman in Literature and Art,Panel,Forum Sessions,40,Latin American Literature: Latin American Literature,"['GS Folklore, Myth, and Fairy Tale']",12:00:00,13:15:00,58,1/10
7256,Fifty Years of the Council of Editors of Learned Journals—and Forward,Panel,Allied Organizations,100,The Profession: Publishing and Editing,['Council of Editors of Learned Journals'],13:45:00,15:00:00,58,1/10
7257,British Romanticism and China,Panel,Allied Organizations,80,British Literature: Nineteenth Century,['Wordsworth-Coleridge Association'],15:30:00,16:45:00,58,1/10
7268,Intersections of Buddhism and Literature in Premodern Japan,Panel,Forum Sessions,30,Asian Literatures: Asian Literatures,['LLC Japanese to 1900'],17:15:00,18:30:00,58,1/10
7269,Taking Inventory around 1800,Panel,Forum Sessions,25,German Literature: Eighteenth and Early Nineteenth Centuries,['LLC 18th- and Early-19th-Century German'],19:00:00,20:15:00,58,1/10
7270,Taking Inventory in the Nineteenth Century,Panel,Forum Sessions,25,German Literature: Eighteenth and Early Nineteenth Centuries,['LLC 18th- and Early-19th-Century German'],08:30:00,09:45:00,59,1/10
7277,T. S. Eliot: Identity and Politics,Panel,Allied Organizations,30,British Literature: Twentieth and Twenty-First Centuries,['International T. S. Eliot Society'],10:15:00,11:30:00,59,1/10
7279,Stateless Memory,Panel,Forum Sessions,6,Comparative Literature: Twentieth and Twenty-First Centuries,['TC Memory Studies'],12:00:00,13:15:00,59,1/10
7280,Imagining the Archive: Black Art and Black Collecting Practices,Panel,Forum Sessions,200,American Literature: General,['TM Literary Criticism'],08:30:00,09:45:00,66,1/10
7282,"Fin de Sex at the Fin de Siècle? The Recursions of Race, Gender, and Sexuality",Roundtable,Forum Sessions,40,British Literature: Nineteenth Century,['LLC Victorian and Early-20th-Century English'],12:00:00,13:15:00,7,1/10
7286,Brecht as Data Set,Panel,Allied Organizations,30,German Literature: Twentieth and Twenty-First Centuries,['International Brecht Society'],15:30:00,16:45:00,59,1/10
7287,Transmedia Engagement and the Performance of Place in Southeast Asia,Panel,Forum Sessions,25,Asian Literatures: Asian Literatures,['CLCS Southeast Asian and Southeast Asian Diasporic'],08:30:00,09:45:00,60,1/10
7288,Humanizing the Young Trans Body,Panel,Forum Sessions,50,"Genre, Theory, Method: Children’s Literature",['GS Children’s and Young Adult Literature'],13:45:00,15:00:00,59,1/10
7291,Vision and Sight in Children’s Literature and Culture,Panel,Forum Sessions,30,"Genre, Theory, Method: Children’s Literature",['GS Children’s and Young Adult Literature'],17:15:00,18:30:00,59,1/10
7293,LGBTQ Health Humanities,Panel,Forum Sessions,40,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",['TC Medical Humanities and Health Studies'],19:00:00,20:15:00,59,1/10
7295,Composing the Future of English Studies,Roundtable,Forum Sessions,75,Teaching: Writing,['RCWS History and Theory of Composition'],08:30:00,09:45:00,13,1/10
7298,"Comedia, Disability, Disease",Panel,Forum Sessions,16,Spanish Literature: Before 1700,['LLC 16th- and 17th-Century Spanish and Iberian Drama'],10:15:00,11:30:00,60,1/10
7303,Why Theater Matters? Then and Now,Panel,Forum Sessions,25,Spanish Literature: Before 1700,['LLC 16th- and 17th-Century Spanish and Iberian Drama'],12:00:00,13:15:00,60,1/10
7309,"Romantics as Critics, Critics as Romantics",Panel,Forum Sessions,60,British Literature: Nineteenth Century,['LLC English Romantic'],13:45:00,15:00:00,60,1/10
7316,The Queering of Cuban Cultural Spaces,Panel,Forum Sessions,25,Latin American Literature: Latin American Literature,['LLC Cuban and Cuban Diasporic'],15:30:00,16:45:00,60,1/10
7317,Gide and Homosexuality,Panel,Allied Organizations,20,French Literature: Twentieth and Twenty-First Centuries,['Association des Amis d’André Gide'],17:15:00,18:30:00,60,1/10
7319,Romanticism and Posthumanism,Panel,Allied Organizations,50,British Literature: Nineteenth Century,['North American Society for the Study of Romanticism'],19:00:00,20:15:00,60,1/10
7329,"Beyond the Border: Land, Ocean, Air",Panel,Forum Sessions,20,Comparative Literature: Eighteenth and Nineteenth Centuries,['CLCS 18th-Century'],12:00:00,13:15:00,61,1/10
7335,Changes in the Landscape: Humans and Nature in Nineteenth-Century Latin America,Panel,Forum Sessions,20,Latin American Literature: Latin American Literature,['LLC 19th-Century Latin American'],08:30:00,09:45:00,61,1/10
7337,Bad Literature,Panel,Forum Sessions,50,French Literature: Medieval and Renaissance,['LLC Medieval French'],10:15:00,11:30:00,61,1/10
7342,Decolonizing Global Anglophone Literature,Panel,Forum Sessions,40,Other Literature in English: General,['CLCS Global Anglophone'],13:45:00,15:00:00,61,1/10
7344,“All Is True”: Truth from Balzac to Sand,Panel,Forum Sessions,30,French Literature: Eighteenth and Nineteenth Centuries,['LLC 19th-Century French'],15:30:00,16:45:00,61,1/10
7346,Marxism and the New Materialisms,Roundtable,Forum Sessions,30,"Genre, Theory, Method: Literary Criticism and Theory","['TC Marxism, Literature, and Society']",13:45:00,15:00:00,7,1/10
7348,African Literature and the Cold War,Panel,Forum Sessions,50,African Literatures: African Literatures,['LLC African to 1990'],17:15:00,18:30:00,61,1/10
7350,Migration and the Diaspora,Panel,Forum Sessions,30,Celtic Literatures: Celtic Literatures,['CLCS Celtic'],19:00:00,20:15:00,61,1/10
7365,"Gender, Sexuality, and Power in Italian Literature and Media",Panel,Forum Sessions,40,Italian Literature: Italian Literature,['LLC 20th- and 21st-Century Italian'],08:30:00,09:45:00,62,1/10
7366,Margaret Fuller’s Ecologies,Panel,Allied Organizations,40,American Literature: Before 1900,['Margaret Fuller Society'],10:15:00,11:30:00,62,1/10
7367,Diverse Destinies: Envisioning Futures for Youth of Color,Panel,Allied Organizations,25,"Genre, Theory, Method: Children’s Literature",['Children’s Literature Association'],12:00:00,13:15:00,62,1/10
7369,Nomic Divisions in Nineteenth-Century Latin America,Panel,Forum Sessions,25,Latin American Literature: Latin American Literature,['LLC 19th-Century Latin American'],13:45:00,15:00:00,62,1/10
7374,Seventeenth-Century Race Thinking: Rights and Law,Panel,Forum Sessions,40,British Literature: Seventeenth Century,['LLC 17th-Century English'],15:30:00,16:45:00,62,1/10
7375,Cultural Productions of Resistance in the Portuguese-Speaking World,Panel,Forum Sessions,15,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",['LLC Global Portuguese'],17:15:00,18:30:00,62,1/10
7376,Is There a Future for Mediterranean Studies?,Roundtable,Forum Sessions,30,"Genre, Theory, Method: Literary Criticism and Theory",['CLCS Mediterranean'],17:15:00,18:30:00,7,1/10
7377,Transmedia Storytelling in Children’s and Young Adult Literature,Panel,Forum Sessions,20,"Genre, Theory, Method: Children’s Literature",['GS Children’s and Young Adult Literature'],19:00:00,20:15:00,62,1/10
7378,Simone de Beauvoir: Questions of Style,Panel,Allied Organizations,25,French Literature: Twentieth and Twenty-First Centuries,['Simone de Beauvoir Society'],08:30:00,09:45:00,63,1/10
7380,Distances/Éloignements,Panel,Forum Sessions,25,French Literature: Eighteenth and Nineteenth Centuries,['LLC 18th-Century French'],10:15:00,11:30:00,63,1/10
7397,Modernist Indigeneity in the World,Panel,Allied Organizations,75,Other Literatures: Other Literatures,['Modernist Studies Association'],13:45:00,15:00:00,63,1/10
7399,Indigenous-Latinx Crossings at the Limits of United States Empire,Panel,Forum Sessions,30,Other Literatures: Other Literatures,['LLC Indigenous Literatures of the United States and Canada'],17:15:00,18:30:00,63,1/10
7400,Samuel Beckett and Being Human,Panel,Allied Organizations,45,Other Literatures: Other Literatures,['Samuel Beckett Society'],19:00:00,20:15:00,63,1/10
7403,Forms of Experience in Old English Literature,Panel,Forum Sessions,25,British Literature: Old and Middle English,['LLC Old English'],12:00:00,13:15:00,63,1/10
7408,Contemporary Old English,Panel,Forum Sessions,25,British Literature: Old and Middle English,['LLC Old English'],15:30:00,16:45:00,63,1/10
7409,Accumulation and Devastation,Roundtable,Forum Sessions,20,Latin American Literature: Latin American Literature,['LLC 20th- and 21st-Century Latin American'],19:00:00,20:15:00,3,1/10
7410,"Orientalism, Philology, World Literature",Panel,Forum Sessions,40,Comparative Literature: General,['CLCS Global Arab and Arab American'],10:15:00,11:30:00,64,1/10
7428,Webcomics and/as Digital Culture,Panel,Forum Sessions,40,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",['GS Comics and Graphic Narratives'],12:00:00,13:15:00,64,1/10
7429,Habitat: French Ecocritical Perspectives,Panel,Forum Sessions,35,French Literature: Twentieth and Twenty-First Centuries,['LLC 20th- and 21st-Century French'],15:30:00,16:45:00,64,1/10
7434,Global Drama in the Middle Ages and Renaissance,Panel,Allied Organizations,30,"Genre, Theory, Method: Drama",['Medieval and Renaissance Drama Society'],08:30:00,09:45:00,64,1/10
7435,Perspectives on Gender in Dante’s Works,Panel,Allied Organizations,25,Italian Literature: Italian Literature,['Dante Society of America'],13:45:00,15:00:00,64,1/10
7437,"Law, Literature, and Human Rights",Panel,Forum Sessions,60,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",['TC Law and the Humanities'],17:15:00,18:30:00,64,1/10
7442,Eighteenth-Century Studies and the Future of the Profession,Roundtable,Forum Sessions,60,British Literature: Late Eighteenth Century,['LLC Late-18th-Century English'],08:30:00,09:45:00,11,1/10
7446,Dante: Human and Nonhuman,Panel,Allied Organizations,20,Italian Literature: Italian Literature,['Dante Society of America'],19:00:00,20:15:00,64,1/10
7448,Exploring the Reaches of Translingual Approaches to Writing Studies,Panel,Forum Sessions,4,Teaching: Writing,['LSL Global English'],10:15:00,11:30:00,65,1/10
7452,“Lost” Scholarly Texts in Rhetoric and Composition,Roundtable,Forum Sessions,60,Teaching: Writing,['RCWS Writing Pedagogies'],12:00:00,13:15:00,11,1/10
7466,"Pleasure, Art, and the Human in Africa",Panel,Forum Sessions,30,African Literatures: African Literatures,['LLC African since 1990'],08:30:00,09:45:00,65,1/10
7484,Italian Humor and Humanity (1200–1600),Panel,Forum Sessions,20,Italian Literature: Italian Literature,['LLC Medieval and Renaissance Italian'],12:00:00,13:15:00,65,1/10
7492,Italian Literary Mythologies (1200–1600),Panel,Forum Sessions,20,Italian Literature: Italian Literature,['LLC Medieval and Renaissance Italian'],15:30:00,16:45:00,65,1/10
7495,"Overlapping Colonialisms: Imperial Rivalries in Africa, the Americas, and the Pacific",Panel,Forum Sessions,50,Spanish Literature: General,['CLCS Global Hispanophone'],13:45:00,15:00:00,65,1/10
7502,"Becoming Italians? Migrant Literature, Arts, Media, and Film",Panel,Forum Sessions,35,Italian Literature: Italian Literature,['LLC 20th- and 21st-Century Italian'],17:15:00,18:30:00,65,1/10
7512,Margaret Atwood’s The Testaments,Roundtable,Allied Organizations,65,Other Literature in English: Canadian,['Margaret Atwood Society'],10:15:00,11:30:00,13,1/10
7513,Appraising Beauty in Henry James,Panel,Allied Organizations,25,American Literature: General,['Henry James Society'],10:15:00,11:30:00,66,1/10
7514,Decolonization and the Age of Goethe,Roundtable,Allied Organizations,40,German Literature: Eighteenth and Early Nineteenth Centuries,['Goethe Society of North America'],15:30:00,16:45:00,7,1/10
7516,Is Translation a “Loaded Gun”?,Roundtable,Allied Organizations,30,American Literature: Before 1900,['Emily Dickinson International Society'],19:00:00,20:15:00,7,1/10
7519,Byron’s Complete Poetical Works at Forty,Roundtable,Allied Organizations,40,British Literature: Nineteenth Century,['Byron Society of America'],10:15:00,11:30:00,11,1/10
7528,Race and Ethnicity in the Teaching of Premodern East Asian Literature,Roundtable,Forum Sessions,10,Asian Literatures: Asian Literatures,['LLC East Asian'],10:15:00,11:30:00,4,1/10
7531,Black Studies and Decolonization: West Asian Contexts,Panel,Forum Sessions,25,Comparative Literature: General,['LLC West Asian'],19:00:00,20:15:00,65,1/10
7535,Feminisms and Alternative Geographies,Panel,Forum Sessions,30,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",['TC Women’s and Gender Studies'],12:00:00,13:15:00,66,1/10
7544,Embodying Difference: Disrupting Disability in Language and Literature,Roundtable,Forum Sessions,50,Linguistics: General,['LSL Language and Society'],13:45:00,15:00:00,11,1/10
7548,Eighteenth- and Nineteenth-Century Spanish and Iberian Pacific Rim,Panel,Forum Sessions,40,Spanish Literature: Eighteenth and Nineteenth Centuries,['LLC 18th- and 19th-Century Spanish and Iberian'],13:45:00,15:00:00,66,1/10
7549,Energy Modernities,Roundtable,Forum Sessions,75,British Literature: Twentieth and Twenty-First Centuries,['LLC 20th- and 21st-Century English and Anglophone'],12:00:00,13:15:00,13,1/10
7550,Early Modern Racialization and the Idea of the Human,Roundtable,Forum Sessions,60,Comparative Literature: Medieval and Renaissance,['CLCS Renaissance and Early Modern'],15:30:00,16:45:00,11,1/10
7553,Digital Culture and Statelessness,Panel,Allied Organizations,30,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",['Electronic Literature Organization'],15:30:00,16:45:00,66,1/10
7556,Being Human in Inhuman Times—Examples from Austrian Literature,Panel,Allied Organizations,30,German Literature: Twentieth and Twenty-First Centuries,['Modern Austrian Literature and Culture Association'],17:15:00,18:30:00,66,1/10
7560,Disaster Literatures of East Asia,Panel,Forum Sessions,30,Asian Literatures: Asian Literatures,['LLC East Asian'],12:00:00,13:15:00,67,1/10
7576,Enclosure and Incarceration in Catalan Culture,Panel,Forum Sessions,30,Catalan Literature: Catalan Literature,['LLC Catalan Studies'],19:00:00,20:15:00,66,1/10
7610,“Grossly Material Things”: Woolf and the New Materialism,Panel,Allied Organizations,50,British Literature: Twentieth and Twenty-First Centuries,['International Virginia Woolf Society'],08:30:00,09:45:00,67,1/10
7612,Un/Bound,Panel,Forum Sessions,50,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",['GS Life Writing'],15:30:00,16:45:00,67,1/10
7618,The Beginning of the Twenty-First Century,Roundtable,Forum Sessions,35,French Literature: Twentieth and Twenty-First Centuries,['LLC 20th- and 21st-Century French'],19:00:00,20:15:00,11,1/10
7620,Representing the Camps: The Problem of Genre,Panel,Forum Sessions,25,Slavic and East European Literatures: Slavic and East European Literatures,['LLC Slavic and East European'],10:15:00,11:30:00,67,1/10
7625,Databases and Print Culture Studies,Roundtable,Allied Organizations,50,The Profession: Research and Bibliography,"['Society for the History of Authorship, Reading, and Publishing']",17:15:00,18:30:00,11,1/10
7627,The Function of American Literary Criticism at the Present Time,Panel,Forum Sessions,50,The Profession: English and American,['LLC 20th- and 21st-Century American'],13:45:00,15:00:00,67,1/10
7644,"Beyond the Border: Plant, Animal, Human",Panel,Forum Sessions,20,Comparative Literature: Eighteenth and Nineteenth Centuries,['CLCS 18th-Century'],19:00:00,20:15:00,67,1/10
7649,Authors Made and Remade,Panel,Allied Organizations,30,"Genre, Theory, Method: History of the Book, Reception Theory, Comparison with Other Media, and Performance",['Reception Study Society'],17:15:00,18:30:00,67,1/10
7662,"Making, Preserving, and Curating Born-Digital Literature",Roundtable,Allied Organizations,45,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",['Electronic Literature Organization'],13:45:00,15:00:00,13,1/10
7663,Critical Engagements between Modern Languages and Digital Humanities,Roundtable,Forum Sessions,50,Comparative Literature: General,['TC Digital Humanities'],15:30:00,16:45:00,13,1/10
7683,HBCU Innovation Matters,Roundtable,Forum Sessions,60,The Profession: English and American,['LLC African American'],17:15:00,18:30:00,13,1/10
7684,"Spenser, Ecology, and the Dream of a Legible Environment",Roundtable,Forum Sessions,30,British Literature: Renaissance and Elizabethan,['LLC 16th-Century English'],19:00:00,20:15:00,13,1/10
7835,Visual Epistemology in Late Imperial China,Roundtable,Forum Sessions,25,Asian Literatures: Asian Literatures,['LLC Ming and Qing Chinese'],15:30:00,16:45:00,4,1/10
7934,General Business Meeting of the Forum LLC 19th- and Early-20th-Century German,Roundtable,Forum Sessions,25,German Literature: Nineteenth and Early Twentieth Centuries,['LLC 19th- and Early-20th-Century German'],08:30:00,09:45:00,4,1/10
7982,Reading Women Writers,Roundtable,Forum Sessions,25,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",['LLC Luso-Brazilian'],12:00:00,13:15:00,4,1/10
8007,[Canceled] Language Change Forum: New Directions,Roundtable,Forum Sessions,25,Linguistics: General,['LSL Language Change'],17:15:00,18:30:00,4,1/10
8201,Strategies for #Decolonizing,Workshop,MLA Committees,60,Comparative Literature: General,['MLA Office of the Executive Director'],12:00:00,13:15:00,15,1/10
6361,Paris Was a Woman,Panel,Special Sessions,30,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",[''],08:30:00,09:45:00,1,1/11
6364,Fake Scotlands: From Ossian to Outlander,Panel,Special Sessions,20,Other Literature in English: Scottish,[''],10:15:00,11:30:00,1,1/11
6371,Improvisation in Nineteenth-Century American Literature,Panel,Special Sessions,35,American Literature: Before 1900,[''],12:00:00,13:15:00,1,1/11
6381,Political Imagination in Iberian and Latin American Graphic Narratives,Panel,Special Sessions,30,Latin American Literature: Latin American Literature,[''],13:45:00,15:00:00,1,1/11
6386,"Graduate Admissions: Past, Present, and Especially Future",Roundtable,Special Sessions,60,The Profession: General,[''],15:30:00,16:45:00,2,1/11
6390,Posthumous Returns of African American Film and Literature,Panel,Special Sessions,50,American Literature: Twentieth and Twenty-First Centuries,[''],17:15:00,18:30:00,1,1/11
6401,"Race, Recovery, and Early African American Print Culture",Panel,Special Sessions,25,American Literature: Before 1900,[''],19:00:00,20:15:00,1,1/11
6943,"Witness, Testimony, Story, Counterstory: Languaging Race and Racism in the Teaching of Writing",Panel,Allied Organizations,75,The Profession: General,['Conference on College Composition and Communication'],08:30:00,09:45:00,54,1/11
7031,Writing Projects in Graduate School: Writing with and through Anxiety,Panel,MLA Committees,25,The Profession: General,['MLA Committee on the Status of Graduate Students in the Humanities'],10:15:00,11:30:00,9,1/11
7065,Empowering Graduate Student Writers: Theories and Strategies for Writers and Their Advisers,Panel,MLA Committees,40,The Profession: General,['MLA Committee on the Status of Graduate Students in the Humanities'],12:00:00,13:15:00,10,1/11
7085,Advocacy for the Humanities at the Statehouse and Beyond,Roundtable,MLA Committees,50,The Profession: General,['MLA Office of the Executive Director'],13:45:00,15:00:00,2,1/11
7146,Keywords for the Future,Panel,Plenary Sessions,200,The Profession: General,['MLA Committee on the Literatures of People of Color in the United States and Canada'],17:15:00,18:30:00,66,1/11
7149,"DH Curious? Digital Humanities Tools and Technologies for Students, Emerging Scholars, Faculty Members, Librarians, and Administrators",Workshop,MLA Committees,55,The Profession: General,['MLA Career Center'],19:00:00,20:15:00,15,1/11
